"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"JPN","Japan","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.01,,
"JPN","Japan","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"JPN","Japan","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.01,,
"JPN","Japan","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.01,,
"JPN","Japan","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.01,,
"JPN","Japan","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.01,,
"JPN","Japan","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.01,,
"JPN","Japan","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.01,,
"JPN","Japan","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.01,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",217.75,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",170.98,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",151.65,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",150.69,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",136.62,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",132.45,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",130.8,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",126.88,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",119.92,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",118.7,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",111.41,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",105.04,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",107.83,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",101.39,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",94.44,,
"KOR","Korea","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",91.29,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",685.69,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",513.44,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",437.83,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",411.62,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",361.36,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",344.41,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",333.47,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",316.48,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",293.21,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",286.35,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",264.26,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",243.78,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",246.11,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",227.31,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",207.5,,
"KOR","Korea","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",195.32,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.05,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.03,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.03,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.03,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.02,,
"KOR","Korea","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.02,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",248.36,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",221.21,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",224.23,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",215.48,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",228,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",197.43,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",183.47,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",190.43,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",145.13,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",118.6,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",103.93,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",86.91,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",87.01,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",88.94,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",106.33,,
"LVA","Latvia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",94.52,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",491.99,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",411.78,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",386.53,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",283.28,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",236.08,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",296.12,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",251.23,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",244.91,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",240.79,,
"LVA","Latvia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",276.38,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.89,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.81,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.57,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.48,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.52,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.38,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.31,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.38,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.31,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.37,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.26,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.19,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.18,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.17,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.2,,
"LVA","Latvia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.16,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",183.17,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",203.41,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",202.44,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",207.6,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",222.68,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",232.65,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",232.42,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",229.01,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",156.02,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",116.98,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",96.54,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",97.75,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",101.08,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",86.55,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",91.05,,
"LTU","Lithuania","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",82.81,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",498.29,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",510.22,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",471.23,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",448.6,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",460.12,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",434.21,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",389.68,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",374.95,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",236.85,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",173.41,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",139.42,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",136.15,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",134.95,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",112.48,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",179.33,,
"LTU","Lithuania","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",155.57,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.87,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.83,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.61,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.61,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.64,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.55,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.48,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.43,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.3,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.26,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.21,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.18,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.17,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.12,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.12,,
"LTU","Lithuania","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.12,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",174.19,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",158.54,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",138.96,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",117.35,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",109.15,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",101.04,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",90.98,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",93.75,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",71.63,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",96.43,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",63.12,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",63.66,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",64.04,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",82.82,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",62.91,,
"LUX","Luxembourg","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",63.19,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",238.31,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",211.29,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",181.85,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",150.48,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",138.6,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",127.49,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",113.67,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",116.02,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",88.06,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",117.71,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",77.78,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",78.73,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",79.05,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",101.77,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",81.16,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",81.22,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.17,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.13,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.11,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.09,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.08,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.07,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.06,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.06,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.05,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.08,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.05,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.05,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.06,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.08,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.06,,
"LUX","Luxembourg","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.06,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",39.33,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",40.71,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",40.41,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",42.65,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",32.4,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",39.62,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",24.67,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",34.42,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",36.64,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",50.91,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",36.19,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",40.84,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",21.46,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",42.52,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",23.4,,
"MLT","Malta","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",25.5,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",47.83,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",59.35,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",36.15,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",49.15,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",51.38,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",70.9,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",49.5,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",54.8,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",28.78,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",56.06,,
"MLT","Malta","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",30,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",50.81,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",49.38,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",46.07,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",43.5,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",42.52,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",42.92,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",44.06,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",47.71,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",46.78,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",41.68,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",42.42,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",36.61,,
"MEX","Mexico","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",37.18,,
"MEX","Mexico","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.05,,
"MEX","Mexico","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.04,,
"MEX","Mexico","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.05,,
"MEX","Mexico","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.04,,
"MEX","Mexico","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.04,,
"MEX","Mexico","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.04,,
"MEX","Mexico","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.03,,
"MEX","Mexico","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.03,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",111.55,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",115.38,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",113.72,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",117.63,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",112.38,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",108.76,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",106.55,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",129.72,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",140.05,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",136.58,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",126.89,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",121.63,,
