"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",124.17,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",82.9,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",91.1,,
"MDA","Moldova","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",84.41,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.64,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.66,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.53,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.5,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.41,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.37,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.36,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.39,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.39,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.4,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.32,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.32,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.29,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.19,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.22,,
"MDA","Moldova","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.18,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",154.66,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",138.21,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",198.09,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",181.53,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",161.74,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",153.37,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",93.54,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",74.12,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",119.12,,
"MNE","Montenegro, Republic of","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",104.53,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",73.22,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",67.49,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",66.01,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",67.06,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",54.11,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",50.06,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",49.61,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",48.29,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",45.6,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",43.56,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",38.52,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",39.6,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",38.79,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",33.92,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",33.8,,
"NLD","Netherlands","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",36.67,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",142.65,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",128.45,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",122.87,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",122.43,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",98.67,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",89.73,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",88.15,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",84.83,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",78.71,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",74.16,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",65.05,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",66.31,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",64.36,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",56.37,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",56.45,,
"NLD","Netherlands","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",61.28,,
"NLD","Netherlands","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0,,
"NLD","Netherlands","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0,,
"NLD","Netherlands","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0,,
"NLD","Netherlands","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0,,
"NLD","Netherlands","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0,,
"NLD","Netherlands","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",119.76,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",117.25,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",102.57,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",114.47,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",106.42,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",97.97,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",93.92,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",99.67,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",85.92,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",89.48,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",86.19,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",64.78,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",69.87,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",56.96,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",64.97,,
"NZL","New Zealand","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",69.41,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",177.56,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",172.81,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",149.45,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",164.58,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",148.92,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",133.66,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",125.8,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",132.02,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",112.68,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",119.57,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",116.08,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",87.83,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",94.77,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",76.56,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",86.23,,
"NZL","New Zealand","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",90.76,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.01,,
"NZL","New Zealand","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.01,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",75.93,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",60.92,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",68.31,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",61.34,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",55.97,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",48.45,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",51.92,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",49.48,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",53.48,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",43.9,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",42.54,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",33.92,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",28.89,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",36.81,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",28.61,,
"NOR","Norway","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",22.52,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",122.79,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",97.52,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",107.53,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",95.11,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",85.47,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",72.63,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",76.12,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",70.97,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",76.26,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",62.11,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",59.52,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",46.83,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",39.31,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",49.9,,
"NOR","Norway","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",36.79,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.01,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.01,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.01,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.01,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.01,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.01,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.01,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.01,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0,,
"NOR","Norway","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0,,
