"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Value","Flag Codes","Flags"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","1996","1996",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","1997","1997",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","1998","1998",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","1999","1999",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2000","2000",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2001","2001",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2002","2002",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2003","2003",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2004","2004",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2005","2005",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2006","2006",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2007","2007",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2008","2008",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2009","2009",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2010","2010",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2011","2011",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2012","2012",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2013","2013",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2014","2014",,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","I-INV-RL","Rail infrastructure investment","NAT","National currency","2015","2015",,"M","Missing value; data cannot exist"
"ROU","Romania","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1995","1995",2000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1995","1995",144000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1996","1996",79000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1997","1997",93000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1998","1998",114000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1999","1999",139000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2000","2000",154000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2001","2001",153000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2002","2002",154000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2003","2003",177000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2004","2004",147000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2005","2005",145000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2006","2006",218000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2007","2007",226000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2008","2008",189000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2009","2009",245000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2010","2010",253000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2011","2011",264000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2012","2012",236000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2013","2013",224000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2014","2014",180000000,,
"FRA","France","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2015","2015",200000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995",9802000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996",10537000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997",13720000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998",13515000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999",11886000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000",10988000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001",10301000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002",15971000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003",19922000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004",32902000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005",42137000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006",42268000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007",41461000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008",50962000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009",52524000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010",43494000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011",31799000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012",22036000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013",16827000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014",16632000000,,
"CZE","Czech Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015",24157000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1995","1995",45000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1996","1996",107000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1997","1997",86000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1998","1998",79000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1999","1999",134000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2000","2000",41000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2001","2001",52000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2002","2002",69000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2003","2003",231000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2004","2004",89000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2005","2005",141000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2006","2006",178000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2007","2007",146000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2008","2008",149000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2009","2009",205000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2010","2010",205000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2011","2011",138000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2012","2012",117000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2013","2013",122000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2014","2014",595000000,,
"HRV","Croatia","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2015","2015",1064000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995",21574000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996",23800000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997",63300000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998",67400000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999",52700000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000",45925000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001",60800000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002",68900000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003",61526000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004",359208000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005",422457000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006",154172000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007",162334000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008",246170000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009",439116000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010",231344000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011",83241000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012",44166000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013",118946000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014",382307000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015",386652000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1995","1995",150,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1996","1996",11864,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1997","1997",291,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1998","1998",872,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1999","1999",814,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2000","2000",3789695,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2001","2001",842098,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2002","2002",0,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2003","2003",1000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2004","2004",0,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2005","2005",1000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2006","2006",1000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2007","2007",2000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2008","2008",3000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2009","2009",2000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2010","2010",3000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2011","2011",3000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2012","2012",1000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2013","2013",25000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2014","2014",19000000,,
"MNE","Montenegro, Republic of","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2015","2015",7000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995",737000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996",748000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997",970000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998",905000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999",552000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000",961000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001",1685000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002",1620000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003",1537000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004",1933000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005",2112000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006",1940000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007",1453000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008",1366000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009",951000000,"B","Break"
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010",1511000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012",274000000,"P","Provisional value"
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013",211000000,"P","Provisional value"
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1995","1995",111000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1996","1996",189000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1997","1997",85000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1998","1998",109000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1999","1999",95000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2000","2000",228000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2001","2001",248000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2002","2002",170000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2003","2003",164000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2004","2004",192000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2005","2005",163000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2006","2006",228000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2007","2007",257000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2008","2008",286000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2009","2009",474000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2010","2010",436000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2011","2011",343000000,"B","Break"
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2012","2012",555000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2013","2013",791000000,,
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2014","2014",767000000,"P","Provisional value"
"CAN","Canada","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2015","2015",962000000,"P","Provisional value"
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","1995","1995",10652000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","1996","1996",8930000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","1997","1997",6068000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","1998","1998",6803000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","1999","1999",6012000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2000","2000",4983000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2001","2001",5154000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2002","2002",6101000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2003","2003",5952000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2004","2004",8601000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2005","2005",10435000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2006","2006",9819000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2007","2007",11595000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2008","2008",12686000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2009","2009",14002000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2010","2010",13673000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2011","2011",12643000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2012","2012",11579000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2013","2013",9551000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2014","2014",10802000000,,
"SWE","Sweden","I-INV-RL","Rail infrastructure investment","NAT","National currency","2015","2015",12981000000,"B","Break"
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1995","1995",0,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1996","1996",1000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1997","1997",2000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1998","1998",4000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1999","1999",6000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2000","2000",5000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2001","2001",2000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2002","2002",4000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2003","2003",9000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2004","2004",12000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2005","2005",17000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2006","2006",25000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2007","2007",41000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2008","2008",58000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2009","2009",44000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2010","2010",32000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2011","2011",80000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2012","2012",167000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2013","2013",110000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2014","2014",26000000,,
"TUR","Turkey","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2015","2015",18000000,,
"KOR","Korea","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2001","2001",354900000000,,
"KOR","Korea","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2002","2002",311900000000,,
"KOR","Korea","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2003","2003",378500000000,,
"KOR","Korea","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2004","2004",361700000000,,
"KOR","Korea","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2005","2005",405900000000,,
"KOR","Korea","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2006","2006",391800000000,,
"KOR","Korea","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2007","2007",333400000000,,
"KOR","Korea","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2008","2008",149310000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","1995","1995",5747000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","1996","1996",5200000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","1997","1997",4745000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","1998","1998",4423000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","1999","1999",7350000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2000","2000",5305000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2001","2001",5481000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2002","2002",7437000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2003","2003",7228000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2004","2004",6404000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2005","2005",3411000000,"B","Break"
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2006","2006",3971000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2007","2007",3836000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2008","2008",3816000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2009","2009",3412000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2010","2010",3807000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2011","2011",4086000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2012","2012",3930000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2013","2013",4210000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2014","2014",4420000000,,
"DEU","Germany","I-INV-RL","Rail infrastructure investment","NAT","National currency","2015","2015",4750000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996",2046000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997",2292000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998",4677000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999",10678000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000",14367000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001",13819000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002",8529000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003",8358000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004",11629000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005",8469000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006",21567000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007",31333000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008",61380000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009",64319000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010",33308000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011",29486000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012",25141000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013",32853000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014",26971000000,,
"ALB","Albania","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015",25041000000,,
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1995","1995",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1996","1996",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1997","1997",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1998","1998",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1999","1999",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2000","2000",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2001","2001",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2002","2002",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2003","2003",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2004","2004",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2005","2005",,"M","Missing value; data cannot exist"
