"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Value","Flag Codes","Flags"
"PRT","Portugal","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2005","2005",2547000000,,
"PRT","Portugal","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2006","2006",2260000000,,
"PRT","Portugal","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2007","2007",1792000000,,
"PRT","Portugal","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2008","2008",1765000000,"B","Break"
"PRT","Portugal","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2009","2009",1316000000,"B","Break"
"PRT","Portugal","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2010","2010",1915000000,,
"PRT","Portugal","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2012","2012",363000000,"P","Provisional value"
"PRT","Portugal","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2013","2013",282000000,"P","Provisional value"
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1995","1995",5972353463,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1996","1996",7002491598,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1997","1997",7704462382,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1998","1998",9004950712,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","1999","1999",7814293108,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2000","2000",7780220332,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2001","2001",7377681754,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2002","2002",7062489221,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2003","2003",8194121264,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2004","2004",6897474886,"B","Break"
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2005","2005",6273636895,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2006","2006",7489832211,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2007","2007",7670453114,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2008","2008",7526155247,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2009","2009",7936061938,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2010","2010",7370445802,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2011","2011",8053451599,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2012","2012",9199521196,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2013","2013",8891810109,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2014","2014",10182991126,,
"USA","United States","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2015","2015",12453536665,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1995","1995",7798691432,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1996","1996",7292453686,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1997","1997",6927236533,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1998","1998",8712109696,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","1999","1999",8432242750,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2000","2000",8345182519,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2001","2001",10180515505,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2002","2002",13395777390,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2003","2003",13976479467,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2004","2004",13517257436,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2005","2005",15003870212,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2006","2006",14151640485,"B","Break"
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2007","2007",14795394346,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2008","2008",14764608130,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2009","2009",18458697725,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2010","2010",15520000000,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2011","2011",12728077278,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2012","2012",10005910110,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2013","2013",7001246823,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2014","2014",7003007720,,
"ESP","Spain","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2015","2015",6642555639,"P","Provisional value"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1995","1995",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1996","1996",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1997","1997",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1998","1998",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1999","1999",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2000","2000",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2001","2001",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2002","2002",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2003","2003",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2004","2004",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2005","2005",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2006","2006",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2007","2007",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2008","2008",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2009","2009",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2010","2010",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2011","2011",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2012","2012",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2013","2013",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2014","2014",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2015","2015",,"M","Missing value; data cannot exist"
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1995","1995",80017156253,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1996","1996",70092011008,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1997","1997",67074163816,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1998","1998",66553769768,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1999","1999",78115533031,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2000","2000",89400205138,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2001","2001",77185034105,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2002","2002",69073383070,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2003","2003",57384997872,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2004","2004",49507820719,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2005","2005",46145026734,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2006","2006",43320228713,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2007","2007",38443759911,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2008","2008",39228749902,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2009","2009",46808213118,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2010","2010",47082455155,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2011","2011",46079224738,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2012","2012",49259278914,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2013","2013",42320206185,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1995","1995",399166956,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1996","1996",344530577,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1997","1997",403296748,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1998","1998",396578022,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1999","1999",504352812,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2000","2000",447876058,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2001","2001",509871856,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2002","2002",665434381,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2003","2003",447650415,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2004","2004",346677206,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2005","2005",886532624,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2006","2006",250602410,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2007","2007",130022649,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2008","2008",128164702,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2009","2009",118542234,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2010","2010",634000000,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2011","2011",179965181,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2012","2012",94239831,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2013","2013",83007347,,
"ITA","Italy","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2014","2014",117064814,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1995","1995",6320000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1996","1996",5842000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1997","1997",6549000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1998","1998",11134000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1999","1999",8470000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2000","2000",9388000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2001","2001",9544000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2002","2002",10618000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2003","2003",14811000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2004","2004",12458000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2005","2005",11842000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2006","2006",18480000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2007","2007",16359000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2008","2008",31082000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2009","2009",20860000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2010","2010",12867000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2011","2011",6251000000,"B","Break"
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2012","2012",6101000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2013","2013",6789000000,,
"ISL","Iceland","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2014","2014",7014000000,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1995","1995",39196056,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1996","1996",236292973,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1997","1997",78718448,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1998","1998",115731422,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","1999","1999",196329774,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2000","2000",162408708,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2001","2001",124801933,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2002","2002",134643527,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2003","2003",89292587,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2004","2004",185128413,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2005","2005",615846547,"B","Break"
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2006","2006",338636063,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2007","2007",196106867,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2008","2008",346499832,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2009","2009",209184121,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2010","2010",270830794,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2011","2011",221740197,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2012","2012",188148457,,
"MEX","Mexico","I-INV-AIR","Airport infrastructure investment","EUR_CONST","Constant Euro","2013","2013",171375384,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1995","1995",22544117,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1996","1996",13855439,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1997","1997",13315567,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1998","1998",14364279,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","1999","1999",6989377,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2000","2000",11733982,"B","Break"
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2001","2001",7948060,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2002","2002",17186167,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2003","2003",14740798,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2004","2004",22470783,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2005","2005",17892537,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2006","2006",32718999,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2007","2007",23098017,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2008","2008",33164685,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2009","2009",18883284,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2010","2010",21116564,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2011","2011",23582073,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2012","2012",23448549,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2013","2013",14073257,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2014","2014",16369739,,
"SRB","Serbia, Republic of","I-INV-IWW","Inland waterway infrastucture investment","EUR_CONST","Constant Euro","2015","2015",21012004,"P","Provisional value"
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1995","1995",13715267015,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1996","1996",13989662219,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1997","1997",13936524890,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1998","1998",13525081864,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","1999","1999",13305291051,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2000","2000",14049364409,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2001","2001",13294537811,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2002","2002",13737747642,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2003","2003",14686342917,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2004","2004",14998907034,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2005","2005",16187871647,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2006","2006",17166373339,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2007","2007",15571503034,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2008","2008",15558414376,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2009","2009",16040310592,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2010","2010",17499519953,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2011","2011",17055603183,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2012","2012",18352621843,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2013","2013",20919462752,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2014","2014",18608620611,,
"FRA","France","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2015","2015",17063801173,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1995","1995",7898000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1996","1996",10578000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1997","1997",9517000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1998","1998",9043000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","1999","1999",7838000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2000","2000",7591000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2001","2001",7130000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2002","2002",6521000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2003","2003",6870000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2004","2004",7956000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2005","2005",8708000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2006","2006",10211000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2007","2007",9395000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2008","2008",9757000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2009","2009",7971000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2010","2010",9927000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2011","2011",14267000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2012","2012",16670000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2013","2013",15237000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2014","2014",16855000000,,
"DNK","Denmark","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2015","2015",17862000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","1995","1995",142515260,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","1996","1996",184747784,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","1997","1997",671928328,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","1998","1998",588246828,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","1999","1999",360220370,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2000","2000",375157004,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2001","2001",305294815,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2002","2002",373923173,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2003","2003",282569499,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2004","2004",301556787,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2005","2005",431639150,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2006","2006",473529581,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2007","2007",579981708,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2008","2008",599498832,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2009","2009",675523990,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2010","2010",342000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2011","2011",425611570,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2012","2012",304749586,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2013","2013",350877193,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2014","2014",528846154,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2015","2015",1071627599,,
